incident_severity,vehicle_claim,total_claim_amount,property_claim,authorities_contacted,injury_claim,fraud_reported
0,48149,68784,6878,2,13756,1
0,49166,55581,6415,0,0,1
0,37693,51829,4711,2,9423,1
1,39213,57513,12200,0,6100,1
0,30598,41682,7259,0,3824,1
0,34464,54280,7179,0,12636,1
0,44316,60935,5539,2,11079,1
0,42127,53542,5707,1,5707,1
0,40625,62385,10879,1,10879,1
0,54427,75141,6904,1,13808,1
0,74799,98291,9585,3,13906,1
0,37710,51894,4728,2,9456,1
0,37398,53154,10504,1,5252,1
0,39484,55169,10456,1,5228,1
0,60064,72739,6769,1,5905,1
1,68559,94268,17139,1,8569,1
0,36076,53610,5844,0,11689,1
0,53812,75196,14255,2,7127,1
0,35595,53392,5932,0,11865,1
0,49574,70582,14005,0,7002,1
1,2772,3912,380,3,760,1
1,47661,74896,13617,2,13617,1
0,50718,63009,6145,1,6145,1
1,45906,60338,9621,0,4810,1
0,49964,70701,13824,0,6912,1
0,67196,85061,7732,1,10132,1
2,4204,5486,525,3,756,1
0,40764,59400,6211,2,12423,1
0,44840,64057,6405,1,12811,1
0,45058,64369,6436,2,12873,1
0,54081,81122,20280,1,6760,1
0,53516,76452,7645,2,15290,1
1,33384,47692,4769,1,9538,1
0,53673,75150,14318,2,7159,1
0,42075,60107,12021,2,6010,1
0,38550,57041,12327,2,6163,1
0,52850,80731,20910,0,6970,1
0,36927,53235,5436,1,10872,1
0,49444,70597,14101,0,7050,1
0,54971,75585,6871,2,13742,1
0,54691,75200,6836,2,13672,1
0,61403,89349,13973,1,13973,1
0,52033,71402,6456,1,12912,1
0,37819,43298,5390,0,89,1
0,38672,55246,11049,1,5524,1
0,37438,51695,4752,2,9504,1
0,45262,66408,14097,1,7048,1
1,33358,43457,4169,1,5928,1
0,44901,71354,12299,1,14152,1
0,34606,49437,4943,2,9887,1
0,53561,76516,7651,2,15303,1
0,59756,82177,7486,1,14934,1
0,38908,56375,5822,1,11644,1
0,36832,52618,10523,2,5261,1
0,37414,53212,10532,1,5266,1
0,40472,55649,10118,1,5059,1
0,45221,67083,14574,1,7287,1
0,49549,70784,14156,0,7078,1
0,50016,66072,10088,2,5967,1
1,46962,78902,20126,0,11813,1
0,44041,60888,5615,1,11231,1
0,26934,36537,6236,1,3366,1
0,59640,82005,7455,1,14910,1
2,3317,4876,947,3,610,1
0,49445,75009,12781,2,12781,1
2,4063,5244,590,3,590,1
0,36087,51068,4993,2,9987,1
0,62341,86705,8121,1,16242,1
0,52654,75221,7522,2,15044,1
1,42511,53458,5473,0,5473,1
0,56326,70223,7040,0,6855,1
0,55081,70819,0,1,15737,1
0,51905,71543,13092,2,6546,1
0,46820,66126,12870,2,6435,1
0,53950,80925,20231,1,6743,1
1,70522,101866,15671,0,15671,1
0,49774,77092,13659,1,13659,1
0,44082,71634,11020,1,16530,1
1,47782,59727,5972,3,5972,1
1,39758,59256,12998,0,6499,1
0,56096,77132,14024,1,7012,1
0,41064,53304,6119,1,6119,1
0,59978,90367,17060,0,13328,1
0,29102,34511,4735,0,674,1
0,37240,42992,5751,1,0,1
0,48943,72571,11814,2,11814,1
0,40934,59686,6250,3,12501,1
0,37379,52681,5100,2,10201,1
2,4325,5848,962,3,560,1
0,47790,57298,9507,2,0,1
1,3166,4774,904,3,702,1
0,35067,43834,4383,0,4383,1
0,50414,69320,6301,2,12603,1
0,37857,51428,4523,1,9047,1
0,58512,84813,13150,1,13150,1
0,50316,76615,13149,1,13149,1
0,52567,71080,4890,2,13621,1
0,38738,55632,5631,1,11262,1
0,38672,55246,11049,0,5524,1
0,35255,44296,4520,0,4520,1
0,37373,51389,4671,1,9343,1
0,51748,71154,12937,3,6468,1
0,52125,67017,7446,1,7446,1
0,54793,75515,13814,2,6907,1
1,20281,28318,4018,0,4018,1
0,49537,74005,12233,2,12233,1
0,28319,35652,3666,1,3666,1
0,45115,74580,13813,1,15651,1
0,48181,69481,6720,1,14579,1
2,47889,60066,6088,2,6088,1
0,41182,52949,5883,0,5883,1
0,45855,71182,12663,1,12663,1
0,44194,71468,11279,1,15994,1
0,37976,54854,5625,0,11251,1
0,58532,80481,14633,1,7316,1
0,49476,70681,7068,1,14136,1
0,35338,44172,4417,0,4417,1
0,54797,75346,6849,2,13699,1
0,33038,46601,9041,0,4520,1
0,37575,40283,2708,1,0,1
1,42409,59750,5780,2,11561,1
1,42889,64543,10827,2,10827,1
0,68575,84985,7725,1,8684,1
0,41820,59743,5974,2,11948,1
2,4399,6048,1099,3,549,1
3,3077,4767,879,3,810,1
0,56544,70680,7068,0,7068,1
0,42064,62986,10460,2,10460,1
0,45610,74117,11402,1,17104,1
0,52048,67759,7855,0,7855,1
1,66103,92899,16525,1,10270,1
2,46232,59124,6445,1,6445,1
1,64350,88716,15994,1,8371,1
0,67154,85071,7733,1,10183,1
0,32441,44858,4139,2,8278,1
0,40663,54217,9036,2,4518,1
0,60407,80543,6711,0,13423,1
0,60173,85077,8301,1,16603,1
1,33075,41344,4134,2,4134,1
2,46954,59107,6076,1,6076,1
0,50847,76270,12711,0,12711,1
0,45218,71773,13277,1,13277,1
1,33390,47700,9540,2,4770,1
0,42953,60491,5845,2,11691,1
0,54650,72475,3095,0,14729,1
0,40369,50671,5150,0,5150,1
0,51614,78217,19229,0,7373,1
0,38491,54648,5385,1,10770,1
0,56499,72641,0,0,16142,1
1,69758,98521,16397,1,12365,1
0,64585,88805,8073,0,16146,1
0,43291,59508,4315,2,11901,1
0,56649,72291,7820,1,7820,1
1,48409,58074,6051,0,3613,1
0,53741,75405,14442,1,7221,1
0,43334,60451,5705,2,11411,1
1,39376,59531,12814,0,7339,1
0,43741,56238,6248,0,6248,1
0,52035,66902,7433,2,7433,1
0,48788,67511,12482,2,6241,1
0,38399,43885,5485,1,0,1
0,44362,73381,13676,1,15342,1
2,47847,60894,6523,2,6523,1
0,67785,82849,7531,0,7531,1
0,35030,50042,5004,1,10008,1
1,47119,63045,10617,0,5308,1
2,46874,59566,6345,1,6345,1
0,42483,59740,5309,2,11948,1
0,38442,57534,12728,2,6364,1
0,42117,59845,5758,2,11969,1
0,34685,54505,9910,2,9910,1
1,40187,54643,9637,0,4818,1
0,40057,53864,9204,0,4602,1
0,35790,53685,5965,1,11930,1
2,47205,59101,5948,1,5948,1
0,35730,53595,5955,0,11910,1
2,47911,59889,5988,1,5988,1
1,44716,58753,7018,2,7018,1
0,58876,90032,18908,0,12247,1
1,42481,53118,5318,0,5318,1
0,60878,81171,6764,0,13528,1
0,54335,74711,13583,2,6791,1
1,4630,6186,894,3,661,1
0,43024,67610,12292,1,12292,1
0,70420,107262,18421,1,18421,1
0,35046,53833,9393,1,9393,1
1,2735,4097,781,3,580,1
0,41042,52768,5863,0,5863,1
0,43194,54764,5785,1,5785,1
0,43783,56292,6254,0,6254,1
0,35281,44273,4496,0,4496,1
0,39986,51411,5712,0,5712,1
0,57819,79502,14454,0,7227,1
0,45298,71494,13097,1,13097,1
2,4213,5441,526,3,701,1
0,57659,68874,7207,1,4006,1
0,44467,62546,6026,1,12052,1
0,35962,39568,1802,1,1802,1
0,31409,43565,8103,2,4051,1
0,41422,53632,6104,0,6104,1
0,51082,68482,5799,1,11599,1
0,52891,71019,13905,1,4223,1
1,4227,5812,754,3,830,1
1,40173,55238,10043,1,5021,1
0,49921,69316,6464,2,12929,1
1,42179,59672,5830,2,11661,1
2,3253,4895,821,3,821,1
1,4598,6198,1000,3,599,1
2,23264,31299,4989,2,3045,1
0,44799,63988,6396,1,12793,1
1,4562,6221,1007,3,651,1
0,37713,52013,4766,2,9533,1
0,21961,31959,5490,0,4507,1
0,35656,49028,8914,2,4457,1
1,45846,65494,6549,2,13098,1
0,41929,64141,11106,1,11106,1
0,50468,63085,6308,1,6308,1
0,37169,47790,5310,1,5309,1
0,35825,53737,5970,0,11941,1
0,36477,50156,9119,1,4559,1
1,35709,43591,4638,0,3243,1
0,27984,35541,4058,1,3498,1
0,54322,74694,6790,2,13580,1
0,42428,53136,5353,0,5353,1
0,58187,72734,7273,1,7273,1
0,38464,58153,13278,2,6410,1
0,37742,48763,4681,0,6338,1
0,40673,54231,9038,2,4519,1
0,34220,48885,4888,1,9777,1
0,52991,75702,7570,2,15140,1
0,40263,53684,8947,1,4473,1
0,41155,64885,10814,1,12915,1
0,41821,64873,11526,1,11526,1
0,49540,77116,13787,1,13787,1
0,48061,55107,210,1,6835,1
1,51568,68758,5729,2,11459,1
0,39105,44691,5586,1,0,1
2,2114,2915,287,3,513,1
0,35493,50705,5070,1,10141,1
0,50527,64963,7218,1,7218,1
1,34066,45624,7056,2,4501,1
0,41074,60290,9608,1,9608,1
0,35429,53973,9272,0,9272,1
0,49129,68705,6525,2,13050,1
0,42518,60068,5850,2,11700,1
2,47919,60735,6407,2,6407,1
0,46413,65249,9418,0,9418,1
2,48094,60346,6125,2,6125,1
0,47686,71495,5969,0,17839,1
1,4751,6202,790,3,660,1
0,41413,67056,19232,1,6410,1
0,50614,72377,14532,1,7230,1
0,28907,38430,5645,1,3877,1
0,35602,48934,8861,3,4469,1
1,3025,4639,749,3,864,1
0,37833,54047,10809,1,5404,1
0,52833,75476,7547,2,15095,1
0,51444,64294,6424,1,6424,1
2,47359,59199,5919,1,5919,1
1,4681,6436,1170,3,585,1
2,4269,5382,556,3,556,1
0,41206,59866,6219,2,12439,1
0,41709,53639,5965,0,5965,1
0,37521,52396,4958,2,9916,1
0,35000,55000,10000,2,10000,1
0,52437,76227,16299,0,7491,1
0,46071,59471,1882,0,11517,1
0,72211,99988,18518,2,9259,1
0,38848,49948,5549,1,5549,1
0,46797,55412,1930,1,6685,1
1,43467,62786,9659,2,9659,1
1,43595,56051,6227,0,6227,1
0,55894,70164,7135,0,7135,1
1,3508,5056,821,3,727,1
0,55635,76498,13908,1,6954,1
0,65256,95460,16314,2,13889,1
0,50969,71188,13479,1,6739,1
0,46251,59466,6607,1,6607,1
0,49191,70273,7027,1,14054,1
0,28529,36585,4027,1,4027,1
0,55917,78371,7484,0,14969,1
0,60413,82219,7268,0,14537,1
0,48539,66529,11993,2,5996,1
0,35772,47618,5923,2,5923,1
1,47090,62902,10541,0,5270,1
0,48373,76755,13327,1,15054,1
0,49870,69354,6494,2,12989,1
0,50629,70464,13222,2,6611,1
0,52699,75284,15056,1,7528,1
0,59896,73155,7487,1,5771,1
0,43707,68682,12487,2,12487,1
1,60692,82969,7425,0,14851,1
0,77492,110581,16076,2,17012,1
1,4728,6107,708,3,670,1
0,46524,59816,6646,2,6646,1
0,58561,71859,6649,1,6649,1
0,34545,43910,4318,0,5047,1
0,51600,70950,12900,3,6450,1
0,51443,68760,5772,1,11544,1
0,49343,77244,13950,1,13950,1
1,57772,79437,7221,1,14443,1
0,62773,71434,7730,1,930,1
1,41988,59585,5865,2,11731,1
1,58964,83769,8268,1,16536,1
1,67512,82606,7501,0,7592,1
0,39069,51146,6038,2,6038,1
2,4071,5246,587,3,587,1
2,66424,91333,16606,1,8303,1
0,49708,70763,14036,0,7018,1
1,44505,60139,4507,1,11126,1
0,51217,64021,6402,1,6402,1
1,2771,4043,791,3,479,1
0,59161,73481,7159,1,7159,1
0,53548,75639,14727,1,7363,1
0,53477,75276,14532,1,7266,1
1,34614,54394,9889,2,9889,1
0,40334,51068,5366,0,5366,1
0,27129,37302,6782,0,3391,1
1,55872,76825,6984,2,13968,1
0,37378,38285,906,2,0,1
2,69957,98511,15546,0,13007,1
0,35671,53506,5945,0,11890,1
1,35000,55000,10000,2,10000,1
3,4361,6059,1132,3,566,1
0,35541,43345,4983,0,2820,1
0,56706,70625,6959,0,6959,1
2,51323,69596,6091,2,12182,1
0,53735,74136,6800,2,13600,1
0,62014,86459,8148,1,16296,1
0,59275,82321,7682,0,15364,1
0,47785,63714,10619,1,5309,1
0,52137,72456,13546,2,6773,1
1,47279,74406,13434,1,13692,1
0,51231,64039,6403,1,6403,1
0,48308,65724,11610,2,5805,1
0,71730,98382,17767,3,8883,1
0,59790,80165,6791,0,13582,1
0,43762,56265,6251,0,6251,1
1,51134,70197,6354,1,12708,1
0,42210,59969,5919,2,11838,1
0,50448,69366,6306,2,12612,1
0,40678,58419,11827,1,5913,1
0,62134,89666,13691,1,13840,1
0,27857,36727,5072,1,3797,1
1,50922,70018,6365,2,12730,1
0,47516,66167,12434,1,6217,1
0,50827,64205,6689,2,6689,1
1,26494,35752,5945,2,3311,1
0,51760,63466,5853,2,5853,1
0,51848,66662,7406,0,7406,1
2,40534,55588,10035,1,5017,1
0,55211,76245,7011,2,14022,1
0,37709,51851,4713,2,9427,1
0,63571,88237,9103,1,15562,1
0,48034,55245,408,1,6803,1
0,48205,68865,6886,2,13773,1
0,52755,68933,8088,0,8088,1
0,46291,63650,11572,1,5786,1
0,38480,54972,10994,1,5497,1
0,33718,47885,9444,2,4722,1
0,52644,75207,7520,2,15041,1
1,43748,57355,9721,2,3884,1
0,48690,65666,11316,2,5658,1
0,42745,53634,5444,3,5444,1
0,43946,60873,11284,1,5642,1
1,44388,57071,6341,0,6341,1
0,29395,34501,4048,0,1058,1
0,31827,53593,10061,0,11704,1
0,38007,51107,4366,1,8733,1
0,35258,50369,5036,1,10073,1
1,61172,82491,14212,2,7106,1
0,48324,69035,6903,2,13807,1
1,42844,55085,6120,2,6120,1
1,4255,5645,573,3,816,1
0,31907,40612,4716,2,3988,1
0,62501,71642,7812,1,1327,1
0,40681,54241,9040,2,4520,1
0,41421,60404,9491,2,9491,1
2,2494,3490,332,3,664,1
0,45917,64903,9492,0,9492,1
0,53721,71629,8953,1,8953,1
0,59145,83501,8118,1,16237,1
0,51130,63456,6162,3,6162,1
0,38818,61000,11091,1,11091,1
0,38508,60513,11002,0,11002,1
1,4179,5618,522,3,917,1
0,57412,74423,9833,2,7176,1
1,41768,59479,5903,2,11807,1
0,38814,44911,5453,1,643,1
2,46636,59448,6406,1,6406,1
0,51011,63764,6376,2,6376,1
0,52146,74494,14898,1,7449,1
0,57449,78992,14362,0,7181,1
0,38923,59797,12033,0,8840,1
0,50759,63449,6344,2,6344,1
1,51160,68858,5899,3,11798,1
1,45834,58930,6547,0,6547,1
0,54070,74804,13822,1,6911,1
1,47384,74461,13538,2,13538,1
1,33556,46508,8634,2,4317,1
1,2977,4224,415,3,831,1
0,41299,53098,5899,0,5899,1
0,44003,60504,5500,2,11000,1
0,37906,49042,4501,0,6634,1
1,2972,4671,849,3,849,1
0,52962,71695,9366,2,9366,1
0,50631,64791,7080,1,7080,1
0,61799,89265,13733,1,13733,1
0,42369,59611,8621,2,8621,1
0,41802,60656,6284,2,12569,1
0,27721,35434,4248,1,3465,1
1,40555,59806,12834,0,6417,1
0,56407,77559,14101,0,7050,1
0,30500,43429,7896,2,5033,1
1,39141,58711,13047,1,6523,1
0,41062,58173,11407,2,5703,1
0,54375,74766,13593,2,6796,1
2,46521,60881,9573,0,4786,1
0,38140,43994,5853,2,0,1
0,38440,54455,5338,1,10676,1
2,43443,57924,7851,2,6629,1
0,61587,82116,6843,0,13686,1
0,67808,95247,11290,0,16148,1
0,52124,67016,7446,1,7446,1
1,4339,5593,637,3,616,1
1,33496,53976,10240,1,10240,1
3,2534,3774,553,3,686,1
0,42786,54022,5617,3,5617,1
0,35134,50191,5019,0,10038,1
0,41114,59981,6289,2,12578,1
0,38324,50494,4056,0,8113,1
0,35138,54006,6577,0,12290,1
0,45578,64270,12460,0,6230,1
0,49480,70686,14137,0,7068,1
0,48790,83269,14312,0,20166,1
0,51751,63768,6008,2,6008,1
1,40181,59647,12977,0,6488,1
1,35000,55000,10000,2,10000,1
0,50257,71797,14359,1,7179,1
0,38172,53006,9889,1,4944,1
1,51006,70662,6551,1,13103,1
0,57539,87640,15050,0,15050,1
0,47344,66058,12476,1,6238,1
0,75432,107400,21312,0,10656,1
0,35419,50599,5059,1,10119,1
1,65959,93333,16489,1,10884,1
1,43956,60439,5494,2,10989,1
1,43153,58702,7774,2,7774,1
1,45874,65057,7508,1,11674,1
1,42662,54294,5816,3,5816,1
0,41861,53539,5838,0,5838,1
1,4357,5760,780,3,622,1
0,55288,88606,18429,0,14888,1
0,35714,50608,4964,1,9929,1
0,52570,74259,7229,2,14459,1
0,65249,87060,7914,1,13895,1
0,38374,54820,10964,1,5482,1
0,34551,49359,4935,0,9871,1
0,50762,63405,6321,3,6321,1
0,34450,45148,5947,1,4750,1
0,39947,55017,10046,1,5023,1
1,2850,4312,814,3,647,1
0,39633,60907,9033,2,12240,1
0,49396,77251,13927,1,13927,1
0,34807,53365,7724,1,10833,1
0,47481,59351,5935,3,5935,1
0,29902,45373,7220,0,8249,1
0,51760,63901,6070,2,6070,1
0,35872,53808,5978,0,11957,1
0,44320,60940,11080,0,5540,1
0,58415,90857,19466,0,12975,1
0,42494,60613,12079,1,6039,1
2,46319,60251,9287,0,4643,1
0,38249,54642,10928,1,5464,1
0,40905,53222,6158,1,6158,1
0,52847,76107,15863,1,7396,1
0,58888,80971,14722,1,7361,1
0,47637,57489,9852,2,0,1
0,45759,65370,13074,0,6537,1
1,61632,84744,15408,2,7704,1
0,53906,74880,13983,1,6991,1
0,35677,54091,6905,1,11508,1
1,43953,63618,9832,2,9832,1
0,44295,61929,5878,1,11756,1
2,46839,59110,6135,1,6135,1
0,35436,50624,5062,1,10124,1
0,59128,84238,8370,1,16740,1
0,50246,72130,7090,0,14792,1
0,35841,53459,5872,1,11745,1
0,34511,53400,8474,1,10415,1
0,38138,54105,10644,1,5322,1
1,59789,81186,14264,0,7132,1
0,40517,59596,6359,3,12719,1
2,63047,86690,15761,1,7880,1
0,50801,63501,6350,2,6350,1
2,3428,4897,819,3,649,1
1,4358,5686,706,3,622,1
0,38014,54305,10861,2,5430,1
0,41252,55002,9167,2,4583,1
0,35662,47298,5817,2,5817,1
0,54453,77790,7779,0,15558,1
0,42442,66696,12126,1,12126,1
0,30814,42370,7703,3,3851,1
2,47394,59742,6174,1,6174,1
0,60819,82250,7143,0,14286,1
0,52922,70997,13938,1,4135,1
0,49979,66167,10319,2,5868,1
0,52054,66538,7241,2,7241,1
0,63844,87965,8231,1,15889,1
1,35373,54755,9690,1,9690,1
0,48608,69440,6944,1,13888,1
0,50403,69000,6199,2,12398,1
0,51699,65245,6773,1,6773,1
0,38475,54964,10992,1,5496,1
0,55238,75953,6904,2,13809,1
0,54339,73353,14130,1,4883,1
0,38338,52855,9678,1,4839,1
0,51887,77558,18259,0,7412,1
0,23814,32745,5953,0,2976,1
0,52895,75408,15009,1,7504,1
1,33369,46364,8662,2,4331,1
0,69013,84349,7668,0,7668,1
0,52738,68959,8110,0,8110,1
1,60193,87697,17324,1,10179,1
2,41456,56224,9844,1,4922,1
0,60550,82229,7226,0,14452,1
0,53524,67213,6844,0,6844,1
0,35143,44401,4628,0,4628,1
0,57793,70412,12619,0,0,1
3,2981,4673,841,3,849,1
0,27625,36496,3946,1,4924,1
0,35538,50769,5076,2,10153,1
0,49518,68711,6397,1,12795,1
0,48049,57546,6006,1,3491,1
0,56065,77089,14016,0,7008,1
0,49310,77239,15056,0,12873,1
0,47823,69534,14474,0,7237,1
0,37404,52630,5075,2,10150,1
0,61229,84190,7653,2,15307,1
1,3393,4874,616,3,864,1
0,52077,74396,14879,1,7439,1
0,33755,44312,4219,0,6338,1
0,49030,70821,10895,1,10895,1
0,38643,55205,11041,0,5520,1
0,52770,79831,20295,2,6765,1
1,39989,51577,5794,0,5794,1
1,36251,43026,4912,0,1862,1
1,52413,69006,3772,3,12819,1
0,36057,43356,5364,1,1934,1
2,2414,3369,318,3,636,1
2,3252,4832,929,3,650,1
0,38894,62534,17157,0,6482,1
0,34812,55013,9946,2,10255,1
1,3262,4693,498,3,932,1
0,45113,64448,6444,2,12889,1
0,60945,70865,7618,0,2301,1
1,2958,4648,845,3,845,1
2,64556,88764,16139,1,8069,1
1,44379,62161,5927,1,11854,1
0,39190,55265,10716,0,5358,1
1,62223,84736,14809,1,7703,1
0,32767,46810,9362,0,4681,1
0,50251,81162,15455,1,15455,1
0,48481,76829,13422,1,14926,1
0,47108,70594,16755,0,6729,1
0,49465,77165,13849,1,13849,1
0,41991,63062,10535,2,10535,1
0,43651,57123,6736,1,6736,1
0,36377,53542,5721,1,11443,1
0,38505,44902,5351,1,1045,1
1,33755,48221,4822,1,9644,1
0,59251,83271,8006,1,16013,1
0,31231,42943,7807,3,3903,1
0,41998,60665,9333,2,9333,1
0,36470,50147,9117,1,4558,1
1,2570,3671,734,3,367,1
0,33267,47524,9504,1,4752,1
0,36936,40016,3079,2,0,1
0,37675,53821,10764,1,5382,1
0,25228,35952,3781,0,6942,1
0,50545,71027,13654,1,6827,1
0,35872,53809,5978,0,11957,1
0,22919,31514,5729,0,2864,1
0,42063,62972,10454,2,10454,1
0,50839,63549,6354,2,6354,1
0,55675,76554,13918,1,6959,1
1,44036,60658,5540,1,11081,1
0,65525,94645,16381,2,12738,1
0,42036,66057,12010,1,12010,1
0,40733,59659,6308,2,12617,1
0,37742,44732,5125,1,1863,1
0,44095,71655,11023,1,16535,1
0,44610,71401,11880,1,14910,1
0,39484,55168,10456,1,5228,1
0,48033,70081,6496,1,15550,1
1,61653,84773,15413,2,7706,1
0,59697,69719,2091,1,7930,1
0,38537,50039,4031,0,7470,1
3,4421,6231,1206,3,603,1
0,58815,80871,14703,2,7351,1
1,43559,63464,9952,2,9952,1
1,46004,59148,6572,1,6572,1
0,46780,66926,13430,2,6715,1
2,33571,46402,8553,2,4276,1
0,56641,77882,14160,1,7080,1
0,54825,75384,6853,2,13706,1
0,37737,51888,4717,2,9434,1
0,36793,51289,4831,2,9663,1
1,47380,78021,17102,0,13537,1
0,48818,65091,10848,1,5424,1
0,39818,59727,6636,2,13272,1
0,48142,68774,6877,1,13754,1
1,44507,58640,7066,2,7066,1
0,35300,43807,4465,0,4040,1
0,56704,73167,366,0,16096,1
0,39989,51577,5793,0,5793,1
1,3490,5037,752,3,793,1
0,58367,80255,14591,0,7295,1
0,41905,61590,9842,2,9842,1
0,54019,79265,18493,2,6752,1
0,50829,63537,6353,2,6353,1
0,61588,89442,13927,1,13927,1
0,30279,41634,7569,3,3784,1
1,43306,63701,10197,2,10197,1
0,40693,54423,9153,2,4576,1
0,39980,55006,10017,1,5008,1
0,59918,79891,6657,0,13315,1
0,51925,66069,7071,2,7071,1
1,4744,6266,878,3,644,1
0,51916,63565,5824,3,5824,1
1,47447,79034,20334,0,11252,1
0,52201,67115,7457,2,7457,1
1,39044,59726,12241,0,8441,1
0,50538,72198,14439,1,7219,1
0,45691,74266,14287,1,14287,1
0,61258,88485,13613,1,13613,1
0,36531,48261,6769,1,4960,1
0,42853,68007,12243,3,12910,1
0,49469,70670,14134,0,7067,1
0,45713,71210,12748,1,12748,1
0,65873,101774,17950,1,17950,1
0,49250,76929,13839,2,13839,1
1,50847,69915,6355,2,12711,1
1,61695,84831,15423,2,7711,1
2,47869,59836,5983,1,5983,1
0,56763,89671,18921,0,13986,1
0,45623,74137,11405,1,17108,1
1,33958,45757,7367,2,4431,1
0,47940,55721,1087,1,6693,1
1,73108,98203,16730,0,8365,1
0,49025,68637,6537,2,13074,1
0,50829,70490,13107,2,6553,1
0,59880,86493,13306,1,13306,1
0,32332,44457,4041,2,8083,1
1,2679,3968,765,3,523,1
3,3893,5159,750,3,515,1
0,43524,55960,6217,0,6217,1
0,38877,49963,5542,1,5542,1
0,58577,84416,12040,1,13798,1
1,61718,84862,15429,2,7714,1
0,52352,74789,14957,1,7478,1
0,50350,62938,6293,1,6293,1
0,53121,70828,8853,1,8853,1
0,39449,55417,10645,1,5322,1
0,52004,63590,5793,2,5793,1
0,35422,44323,4450,0,4450,1
0,50605,71050,13629,1,6814,1
0,43685,68649,12481,2,12481,1
1,2754,3982,786,3,441,1
0,36469,52099,10419,3,5209,1
0,56996,78370,14249,0,7124,1
0,55958,69948,6994,0,6994,1
0,44318,73152,13350,1,15484,1
2,4226,5371,528,3,616,1
1,35155,54898,9871,1,9871,1
0,54340,74903,6854,2,13708,1
0,50585,76751,13083,0,13083,1
0,41600,59429,5942,2,11885,1
0,39891,59836,6648,2,13297,1
0,38196,53818,10414,1,5207,1
0,44084,71486,11121,1,16281,1
0,46579,64046,11644,2,5822,1
1,68021,96696,12937,0,15738,1
0,50479,63099,6309,1,6309,1
0,56983,70840,6928,0,6928,1
0,26827,36638,6457,1,3353,1
0,39637,52451,6406,1,6406,1
0,40565,58522,11971,1,5985,1
0,24186,34953,4058,0,6709,1
0,44929,70176,18828,1,6418,1
0,42606,64789,11091,1,11091,1
0,49776,71108,14221,0,7110,1
0,39248,55412,10775,0,5387,1
0,29225,40184,7306,0,3653,1
0,43209,60214,5668,2,11337,1
1,34226,46640,7713,3,4699,1
0,41691,60337,9322,2,9322,1
0,58370,68979,2647,1,7960,1
0,28645,39388,7161,0,3580,1
0,41731,57839,10738,2,5369,1
0,41829,65335,11753,1,11753,1
0,29649,34622,4235,0,737,1
1,73510,98169,16439,0,8219,1
1,44175,61265,5696,1,11393,1
1,2517,3560,610,3,432,1
0,49089,83555,14624,0,19841,1
0,42050,64882,11415,1,11415,1
1,48063,57666,6007,0,3594,1
0,40980,60149,6389,2,12779,1
0,35403,45518,5057,1,5057,1
2,72007,96643,16423,0,8211,1
0,48188,82367,13671,0,20507,1
0,40928,60495,6522,2,13044,1
0,49281,66669,11592,2,5796,1
1,58979,83720,8247,1,16494,1
0,39435,60943,9556,2,11951,1
0,51343,64179,6417,1,6417,1
0,25184,35897,3758,0,6955,1
0,51206,64008,6400,1,6400,1
0,32291,40801,4473,2,4036,1
0,37583,53691,10738,2,5369,1
0,34393,49133,4913,1,9826,1
1,3102,4431,573,3,755,1
0,43801,56316,6257,0,6257,1
0,32026,54452,9600,0,12825,1
1,39830,53107,6638,0,6638,1
0,51843,77663,18413,0,7406,1
0,35006,54991,9970,2,10014,1
1,47529,57823,4088,1,6205,1
3,2695,4096,656,3,744,1
0,42067,63012,10472,2,10472,1
0,59825,86414,13294,1,13294,1
1,46321,60141,9286,0,4532,1
1,56392,77539,7049,1,14098,1
0,71032,106248,20295,1,14921,1
0,44234,69841,19205,1,6401,1
0,39024,44599,5574,1,0,1
1,4193,5544,524,3,826,1
0,35807,53710,5967,1,11935,1
0,54313,74680,6789,2,13578,1
0,36164,49726,9041,1,4520,1
0,49280,66670,11593,2,5796,1
1,39725,55424,10466,0,5233,1
1,41657,59432,5925,2,11850,1
0,52232,67909,7838,2,7838,1
0,51870,71542,13114,2,6557,1
0,40376,60564,6729,2,13458,1
0,35664,53496,5944,0,11888,1
0,58684,73828,7807,2,7335,1
0,53727,80591,20147,1,6715,1
1,59819,81190,14247,0,7123,1
2,47771,59714,5971,1,5971,1
0,48695,69016,6773,2,13547,1
0,59834,80211,6792,0,13584,1
0,42804,54182,5689,3,5689,1
3,3036,4744,867,3,840,1
0,38900,49973,5536,1,5536,1
0,51136,70313,6392,2,12784,1
0,34016,54330,10157,2,10157,1
0,43240,63713,10236,1,10236,1
2,47885,59856,5985,1,5985,1
0,53634,87412,17878,0,15899,1
1,2899,4481,828,3,753,1
0,40670,54442,9181,2,4590,1
0,50815,63519,6351,2,6351,1
0,48241,66884,12428,2,6214,1
1,43326,63697,10185,2,10185,1
0,59700,69306,1508,1,8097,1
0,61001,83876,15250,2,7625,1
1,34693,43367,4336,0,4336,1
0,25316,35863,3586,0,6960,1
0,51385,64231,6423,1,6423,1
0,42577,63836,10629,1,10629,1
0,38119,51012,4297,1,8595,1
0,53029,71694,9332,2,9332,1
0,57867,87735,14934,0,14934,1
0,51324,72036,13807,2,6903,1
1,44820,64136,9658,2,9658,1
1,58880,84063,8394,1,16788,1
0,52222,67267,7522,2,7522,1
0,58432,90579,19004,0,13142,1
0,24120,34888,4090,0,6676,1
